index,timestep,sample
624,0.37537536,37.98789
625,0.37437436,37.78725
626,0.37337336,37.845108
627,0.37237236,37.82785
628,0.37137136,37.76619
629,0.37037036,37.896618
630,0.36936936,37.925686
631,0.36836836,37.875954
632,0.36736736,38.028904
633,0.36636636,37.78522
634,0.36536536,37.98372
635,0.36436436,37.955856
636,0.36336336,37.78221
637,0.36236235,37.810036
638,0.36136135,37.745724
639,0.36036035,37.839592
640,0.35935935,37.794617
641,0.35835835,37.736248
642,0.35735735,37.75207
643,0.35635635,37.826748
644,0.35535535,37.79571
645,0.35435435,37.722027
646,0.35335335,37.86513
647,0.35235235,37.903896
648,0.35135135,37.8583
649,0.35035035,37.904293
650,0.34934935,37.73948
651,0.34834835,37.74769
652,0.34734735,37.89624
653,0.34634635,37.706997
654,0.34534535,37.618587
655,0.34434435,37.605717
656,0.34334335,37.46595
657,0.34234235,37.351933
658,0.34134135,37.271133
659,0.34034035,37.226078
660,0.33933935,37.20041
661,0.33833835,37.104603
662,0.33733734,37.06355
663,0.33633634,37.17466
664,0.33533534,37.165108
665,0.33433434,37.249725
666,0.33333334,37.04733
667,0.3323323,36.937523
668,0.3313313,36.861057
669,0.3303303,36.982613
670,0.3293293,36.82685
671,0.3283283,36.85867
672,0.3273273,36.759525
673,0.3263263,36.67895
674,0.3253253,36.769215
675,0.3243243,36.690166
676,0.3233233,36.82291
677,0.3223223,36.91707
678,0.3213213,37.043472
679,0.3203203,37.125248
680,0.3193193,37.123062
681,0.3183183,37.24914
682,0.3173173,37.239086
683,0.3163163,37.28864
684,0.3153153,37.38927
685,0.3143143,37.348705
686,0.3133133,37.360916
687,0.3123123,37.549904
688,0.3113113,37.459892
689,0.3103103,37.542065
690,0.3093093,37.529217
691,0.3083083,37.54764
692,0.3073073,37.5416
693,0.3063063,37.570484
694,0.3053053,37.53295
695,0.3043043,37.569714
696,0.3033033,37.60503
697,0.3023023,37.661785
698,0.3013013,37.57625
699,0.3003003,37.589237
700,0.2992993,37.616123
701,0.2982983,37.74105
702,0.2972973,37.726025
703,0.2962963,37.83185
704,0.2952953,37.753746
705,0.2942943,37.812206
706,0.2932933,37.704338
707,0.2922923,37.738564
708,0.2912913,37.752556
709,0.2902903,37.79532
710,0.2892893,37.71785
711,0.2882883,37.67084
712,0.2872873,37.76402
713,0.2862863,37.90114
714,0.2852853,37.877678
715,0.2842843,37.94288
716,0.2832833,37.93037
717,0.2822823,37.895138
718,0.28128126,38.0489
719,0.28028026,38.28172
720,0.27927926,38.233
721,0.27827826,38.173294
722,0.27727726,38.18924
723,0.27627626,38.108856
724,0.27527526,38.09315
725,0.27427426,38.229958
726,0.27327326,38.136894
727,0.27227226,38.162132
728,0.27127126,38.226547
729,0.27027026,38.090607
730,0.26926926,38.081
731,0.26826826,38.118233
732,0.26726726,38.09657
733,0.26626626,38.094547
734,0.26526526,38.12023
735,0.26426426,38.18301
736,0.26326326,38.210266
737,0.26226225,38.109913
738,0.26126125,38.1106
739,0.26026025,38.198483
740,0.25925925,38.140232
741,0.25825825,38.06731
742,0.25725725,38.01701
743,0.25625625,38.018772
744,0.25525525,38.156197
745,0.25425425,37.993095
746,0.25325325,38.06021
747,0.25225225,38.052433
748,0.25125125,37.926132
749,0.25025025,37.977768
750,0.24924925,37.96692
751,0.24824825,37.90138
752,0.24724725,37.94486
753,0.24624625,37.918865
754,0.24524525,37.8994
755,0.24424425,37.871445
756,0.24324323,37.905636
757,0.24224223,37.885468
758,0.24124123,37.8856
759,0.24024023,37.91199
760,0.23923923,37.888996
761,0.23823823,37.942535
762,0.23723723,37.91761
763,0.23623623,37.895493
764,0.23523523,37.888428
765,0.23423423,37.968903
766,0.23323323,37.89135
767,0.23223223,37.81315
768,0.23123123,37.702835
769,0.23023023,37.70936
770,0.22922923,37.686687
771,0.22822823,37.73152
772,0.22722723,37.75006
773,0.22622623,37.725166
774,0.22522523,37.75265
775,0.22422422,37.77839
776,0.22322322,37.78753
777,0.22222222,37.825294
778,0.22122122,37.8203
779,0.22022022,37.785267
780,0.21921922,37.79695
781,0.21821822,37.83454
782,0.2172172,37.8342
783,0.2162162,37.802536
784,0.2152152,37.831856
785,0.2142142,37.817734
786,0.2132132,37.848183
787,0.2122122,37.83073
788,0.2112112,37.85116
789,0.2102102,37.775356
790,0.2092092,37.73002
791,0.2082082,37.77161
792,0.2072072,37.756645
793,0.2062062,37.847878
794,0.2052052,37.831146
795,0.2042042,37.833286
796,0.2032032,37.812798
797,0.2022022,37.8342
798,0.2012012,37.78098
799,0.2002002,37.803303
800,0.1991992,37.844067
801,0.1981982,37.76188
802,0.1971972,37.794067
803,0.1961962,37.748272
804,0.1951952,37.78766
805,0.1941942,37.753613
806,0.1931932,37.72704
807,0.1921922,37.71386
808,0.19119118,37.698723
809,0.19019018,37.710846
810,0.18918918,37.713852
811,0.18818818,37.703396
812,0.18718718,37.659054
813,0.18618618,37.58909
814,0.18518518,37.630108
815,0.18418418,37.629543
816,0.18318318,37.61331
817,0.18218218,37.583317
818,0.18118118,37.587856
819,0.18018018,37.62561
820,0.17917918,37.669914
821,0.17817818,37.657513
822,0.17717718,37.684677
823,0.17617618,37.654236
824,0.17517518,37.584435
825,0.17417417,37.580853
826,0.17317317,37.60389
827,0.17217217,37.624836
828,0.17117117,37.60709
829,0.17017017,37.582596
830,0.16916917,37.594982
831,0.16816817,37.580784
832,0.16716717,37.60673
833,0.16616616,37.61823
834,0.16516516,37.612007
835,0.16416416,37.603886
836,0.16316316,37.601917
837,0.16216215,37.58314
838,0.16116115,37.57559
839,0.16016015,37.54344
840,0.15915915,37.537724
841,0.15815815,37.5452
842,0.15715715,37.54497
843,0.15615615,37.512344
844,0.15515515,37.53225
845,0.15415415,37.54621
846,0.15315315,37.56122
847,0.15215215,37.5428
848,0.15115115,37.530167
849,0.15015015,37.565586
850,0.14914915,37.539173
851,0.14814815,37.533947
852,0.14714715,37.578873
853,0.14614615,37.563923
854,0.14514515,37.573
855,0.14414415,37.537167
856,0.14314315,37.49271
857,0.14214215,37.563793
858,0.14114115,37.585308
859,0.14014013,37.543774
860,0.13913913,37.539448
861,0.13813813,37.511898
862,0.13713713,37.507412
863,0.13613613,37.495476
864,0.13513513,37.514084
865,0.13413413,37.509014
866,0.13313313,37.456234
867,0.13213213,37.451286
868,0.13113113,37.44657
869,0.13013013,37.46357
870,0.12912913,37.49092
871,0.12812813,37.504436
872,0.12712713,37.558937
873,0.12612613,37.561268
874,0.12512513,37.547974
875,0.124124125,37.585354
876,0.123123124,37.58123
877,0.122122124,37.569923
878,0.121121116,37.56898
879,0.120120116,37.540783
880,0.119119115,37.5456
881,0.118118115,37.55795
882,0.117117114,37.570026
883,0.116116114,37.592865
884,0.11511511,37.569794
885,0.11411411,37.561
886,0.11311311,37.51055
887,0.11211211,37.515644
888,0.11111111,37.480095
889,0.11011011,37.4718
890,0.10910911,37.479485
891,0.1081081,37.484173
892,0.1071071,37.50505
893,0.1061061,37.482784
894,0.1051051,37.471447
895,0.1041041,37.492275
896,0.1031031,37.493786
897,0.1021021,37.50821
898,0.1011011,37.501637
899,0.1001001,37.477657
900,0.0990991,37.4768
901,0.0980981,37.503605
902,0.0970971,37.5004
903,0.0960961,37.519585
904,0.09509509,37.542667
905,0.09409409,37.55142
906,0.09309309,37.575073
907,0.09209209,37.570564
908,0.09109109,37.559937
909,0.09009009,37.557552
910,0.08908909,37.57427
911,0.08808809,37.584034
912,0.08708709,37.577946
913,0.08608609,37.618538
914,0.08508509,37.633736
915,0.084084086,37.64035
916,0.08308308,37.66276
917,0.08208208,37.692
918,0.08108108,37.697174
919,0.08008008,37.69964
920,0.07907908,37.709743
921,0.078078076,37.664223
922,0.077077076,37.662792
923,0.076076075,37.683186
924,0.075075075,37.6641
925,0.074074075,37.648746
926,0.073073074,37.664654
927,0.072072074,37.657127
928,0.07107107,37.65625
929,0.070070066,37.66539
930,0.069069065,37.6578
931,0.068068065,37.653454
932,0.067067064,37.64224
933,0.066066064,37.659775
934,0.06506506,37.64614
935,0.06406406,37.618866
936,0.06306306,37.63082
937,0.062062062,37.64757
938,0.061061062,37.643085
939,0.060060058,37.627922
940,0.059059057,37.65273
941,0.058058057,37.67677
942,0.057057057,37.709415
943,0.056056056,37.69878
944,0.055055056,37.7265
945,0.05405405,37.720703
946,0.05305305,37.739227
947,0.05205205,37.73636
948,0.05105105,37.74682
949,0.05005005,37.749336
950,0.04904905,37.730873
951,0.04804805,37.75442
952,0.047047045,37.74255
953,0.046046045,37.775333
954,0.045045044,37.772007
955,0.044044044,37.77333
956,0.043043043,37.77884
957,0.042042043,37.778584
958,0.04104104,37.7734
959,0.04004004,37.757305
960,0.039039038,37.722733
961,0.038038038,37.7048
962,0.037037037,37.69611
963,0.036036037,37.70801
964,0.035035033,37.697018
965,0.034034032,37.692837
966,0.033033032,37.688843
967,0.03203203,37.71015
968,0.031031031,37.70026
969,0.030030029,37.71777
970,0.029029028,37.72703
971,0.028028028,37.743065
972,0.027027026,37.723053
973,0.026026025,37.719486
974,0.025025025,37.689873
975,0.024024025,37.673134
976,0.023023022,37.697803
977,0.022022022,37.69327
978,0.021021022,37.681656
979,0.02002002,37.701096
980,0.019019019,37.691456
981,0.018018018,37.66939
982,0.017017016,37.675457
983,0.016016016,37.688183
984,0.015015014,37.69011
985,0.014014014,37.69157
986,0.013013013,37.67666
987,0.012012012,37.687786
988,0.011011011,37.67597
989,0.01001001,37.684402
990,0.009009009,37.68415
991,0.008008008,37.70556
992,0.007007007,37.68505
993,0.006006006,37.682594
994,0.005005005,37.679405
995,0.004004004,37.694115
996,0.003003003,37.69648
997,0.002002002,37.673206
998,0.001001001,37.683907
999,0.0,37.66941
